date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:19:55	6075/6075	---M--	200	added ('OK')	image/png	etag:%2263a966f088c19aafa500587112bea038%22	http://s3.amazonaws.com/lyah/map.png	lyah/map.png	(from http://learnyouahaskell.com/higher-order-functions)
00:19:56	7277/7277	---M--	200	added ('OK')	image/png	etag:%2223b606ec735c2b56951f5312aa0dd9a8%22	http://s3.amazonaws.com/lyah/lambda.png	lyah/lambda.png	(from http://learnyouahaskell.com/higher-order-functions)
00:19:56	4361/4361	---M--	200	added ('OK')	image/png	etag:%22c73b6a6c30936a61423ce6a93977b1a1%22	http://s3.amazonaws.com/lyah/lamb.png	lyah/lamb.png	(from http://learnyouahaskell.com/higher-order-functions)
00:19:57	6581/6581	---M--	200	added ('OK')	image/png	etag:%221b9fcd93b6a9c0bd56e116bb6656b7f7%22	http://s3.amazonaws.com/lyah/origami.png	lyah/origami.png	(from http://learnyouahaskell.com/higher-order-functions)
00:19:57	8333/8333	---M--	200	added ('OK')	image/png	etag:%223f93e984d510399bb31e35cc38c349e9%22	http://s3.amazonaws.com/lyah/foldl.png	lyah/foldl.png	(from http://learnyouahaskell.com/higher-order-functions)
00:19:57	5836/5836	---M--	200	added ('OK')	image/png	etag:%223c2e05e4e70cab9a496280f9c745f2d5%22	http://s3.amazonaws.com/lyah/washmachine.png	lyah/washmachine.png	(from http://learnyouahaskell.com/higher-order-functions)
00:19:58	4825/4825	---M--	200	added ('OK')	image/png	etag:%22fbab94ef30252f114f0ace251e376c26%22	http://s3.amazonaws.com/lyah/dollar.png	lyah/dollar.png	(from http://learnyouahaskell.com/higher-order-functions)
00:19:58	702/702	---M--	200	added ('OK')	image/png	etag:%22e38a69e534edd39719e469e92f5d214e%22	http://s3.amazonaws.com/lyah/composition.png	lyah/composition.png	(from http://learnyouahaskell.com/higher-order-functions)
00:19:59	3833/3833	---M--	200	added ('OK')	image/png	etag:%22ae391fcbbfb9c4466d1c701673d5c944%22	http://s3.amazonaws.com/lyah/notes.png	lyah/notes.png	(from http://learnyouahaskell.com/higher-order-functions)
00:19:59	7157/7157	---M--	200	added ('OK')	image/png	etag:%2224e6c7400ac8d745560e29c8b8b40a75%22	http://s3.amazonaws.com/lyah/modules.png	lyah/modules.png	(from http://learnyouahaskell.com/modules)
00:20:00	8633/8633	---M--	200	added ('OK')	image/png	etag:%2289fe9d8ef312d6c477cbc366e559f424%22	http://s3.amazonaws.com/lyah/legolists.png	lyah/legolists.png	(from http://learnyouahaskell.com/modules)
00:20:00	9930/9930	---M--	200	added ('OK')	image/png	etag:%228e64a02f99e83a71200f1c368dc8e2ac%22	http://s3.amazonaws.com/lyah/legochar.png	lyah/legochar.png	(from http://learnyouahaskell.com/modules)
00:20:00	9975/9975	---M--	200	added ('OK')	image/png	etag:%22ec0d2397a326995a266ed803780407e6%22	http://s3.amazonaws.com/lyah/legomap.png	lyah/legomap.png	(from http://learnyouahaskell.com/modules)
00:20:01	8209/8209	---M--	200	added ('OK')	image/png	etag:%223910c71e8bba771a6a7e503acf8555e5%22	http://s3.amazonaws.com/lyah/legosets.png	lyah/legosets.png	(from http://learnyouahaskell.com/modules)
00:20:01	11714/11714	---M--	200	added ('OK')	image/png	etag:%22d8a1f0eb9985f446f31f8f2d85010af9%22	http://s3.amazonaws.com/lyah/making_modules.png	lyah/making_modules.png	(from http://learnyouahaskell.com/modules)
00:20:02	10390/10390	---M--	200	added ('OK')	image/png	etag:%2208d2992c5cbffaf444e7fe908f9ad8a7%22	http://s3.amazonaws.com/lyah/caveman.png	lyah/caveman.png	(from http://learnyouahaskell.com/making-our-own-types-and-typeclasses)
00:20:02	4573/4573	---M--	200	added ('OK')	image/png	etag:%22eeb4b4321827e892a9898e2571968a90%22	http://s3.amazonaws.com/lyah/record.png	lyah/record.png	(from http://learnyouahaskell.com/making-our-own-types-and-typeclasses)
00:20:03	10493/10493	---M--	200	added ('OK')	image/png	etag:%2253c4ec2e834003cb8a78c01952c02486%22	http://s3.amazonaws.com/lyah/yeti.png	lyah/yeti.png	(from http://learnyouahaskell.com/making-our-own-types-and-typeclasses)
00:20:03	5298/5298	---M--	200	added ('OK')	image/png	etag:%2225f5d802e9267ce3fa4918db91e2eed0%22	http://s3.amazonaws.com/lyah/meekrat.png	lyah/meekrat.png	(from http://learnyouahaskell.com/making-our-own-types-and-typeclasses)
00:20:04	6182/6182	---M--	200	added ('OK')	image/png	etag:%22bdbf937f7f6260de15dd8c82dad36e9a%22	http://s3.amazonaws.com/lyah/gob.png	lyah/gob.png	(from http://learnyouahaskell.com/making-our-own-types-and-typeclasses)
00:20:04	5610/5610	---M--	200	added ('OK')	image/png	etag:%224fba4d85250d45f8952565090a71f0f1%22	http://s3.amazonaws.com/lyah/chicken.png	lyah/chicken.png	(from http://learnyouahaskell.com/making-our-own-types-and-typeclasses)
00:20:04	6614/6614	---M--	200	added ('OK')	image/png	etag:%22f417bd8f692062b0b5fc7b70f5c6840b%22	http://s3.amazonaws.com/lyah/thefonz.png	lyah/thefonz.png	(from http://learnyouahaskell.com/making-our-own-types-and-typeclasses)
00:20:05	8795/8795	---M--	200	added ('OK')	image/png	etag:%22868878a0873fd4dcc8269a0bf410abd0%22	http://s3.amazonaws.com/lyah/binarytree.png	lyah/binarytree.png	(from http://learnyouahaskell.com/making-our-own-types-and-typeclasses)
00:20:05	10486/10486	---M--	200	added ('OK')	image/png	etag:%220b1fb7820d174ccc7d619bebc25e6141%22	http://s3.amazonaws.com/lyah/trafficlight.png	lyah/trafficlight.png	(from http://learnyouahaskell.com/making-our-own-types-and-typeclasses)
00:20:06	4974/4974	---M--	200	added ('OK')	image/png	etag:%22705a18f46b624e474c6846028f2b5069%22	http://s3.amazonaws.com/lyah/yesno.png	lyah/yesno.png	(from http://learnyouahaskell.com/making-our-own-types-and-typeclasses)
00:20:06	14859/14859	---M--	200	added ('OK')	image/png	etag:%22131808dd07d42f0651380cbd721364a6%22	http://s3.amazonaws.com/lyah/functor.png	lyah/functor.png	(from http://learnyouahaskell.com/making-our-own-types-and-typeclasses)
00:20:07	19154/19154	---M--	200	added ('OK')	image/png	etag:%22bff384cac62b5a5689bdb3ec281b47a9%22	http://s3.amazonaws.com/lyah/typefoo.png	lyah/typefoo.png	(from http://learnyouahaskell.com/making-our-own-types-and-typeclasses)
00:20:08	8186/8186	---M--	200	added ('OK')	image/png	etag:%220d59326ca97255b06ca7142a8a79f8db%22	http://s3.amazonaws.com/lyah/helloworld.png	lyah/helloworld.png	(from http://learnyouahaskell.com/input-and-output)
00:20:08	13240/13240	---M--	200	added ('OK')	image/png	etag:%2292805583f271f783064e036116f373fe%22	http://s3.amazonaws.com/lyah/dognap.png	lyah/dognap.png	(from http://learnyouahaskell.com/input-and-output)
00:20:10	16239/16239	---M--	200	added ('OK')	image/png	etag:%226641b473af19f7c9ab1e64ac82bb369d%22	http://s3.amazonaws.com/lyah/streams.png	lyah/streams.png	(from http://learnyouahaskell.com/input-and-output)
00:20:10	12838/12838	---M--	200	added ('OK')	image/png	etag:%2265b84fbb81544f05b05423e4031a581f%22	http://s3.amazonaws.com/lyah/file.png	lyah/file.png	(from http://learnyouahaskell.com/input-and-output)
00:20:11	24448/24448	---M--	200	added ('OK')	image/png	etag:%220414badf058e9daa85eb8a3fb72b5ebf%22	http://s3.amazonaws.com/lyah/luggage.png	lyah/luggage.png	(from http://learnyouahaskell.com/input-and-output)
00:20:11	11931/11931	---M--	200	added ('OK')	image/png	etag:%2226d7ea36bd21009fd6ae3ef61b297b53%22	http://s3.amazonaws.com/lyah/edd.png	lyah/edd.png	(from http://learnyouahaskell.com/input-and-output)
00:20:12	5814/5814	---M--	200	added ('OK')	image/png	etag:%226e1dde48ae4da054b7eb3529999de0f1%22	http://s3.amazonaws.com/lyah/salad.png	lyah/salad.png	(from http://learnyouahaskell.com/input-and-output)
00:20:12	18823/18823	---M--	200	added ('OK')	image/png	etag:%228cbf81a2355eed4f72e6802952563b82%22	http://s3.amazonaws.com/lyah/arguments.png	lyah/arguments.png	(from http://learnyouahaskell.com/input-and-output)
00:20:14	22195/22195	---M--	200	added ('OK')	image/png	etag:%227e3317aa9ab6b9b7391fa200c562e984%22	http://s3.amazonaws.com/lyah/random.png	lyah/random.png	(from http://learnyouahaskell.com/input-and-output)
00:20:14	11732/11732	---M--	200	added ('OK')	image/png	etag:%2252ac6fc595934764d3ea4b86dc037dbe%22	http://s3.amazonaws.com/lyah/chainchomp.png	lyah/chainchomp.png	(from http://learnyouahaskell.com/input-and-output)
00:20:14	17326/17326	---M--	200	added ('OK')	image/png	etag:%2254afae0be72cd0c98ea766f7dd9fab70%22	http://s3.amazonaws.com/lyah/jackofdiamonds.png	lyah/jackofdiamonds.png	(from http://learnyouahaskell.com/input-and-output)
00:20:15	12052/12052	---M--	200	added ('OK')	image/png	etag:%22c3be2a8bb7b699beae30b366fe102ffd%22	http://s3.amazonaws.com/lyah/timber.png	lyah/timber.png	(from http://learnyouahaskell.com/input-and-output)
00:20:15	9082/9082	---M--	200	added ('OK')	image/png	etag:%22974ceade08dd201109caf2447d4383e7%22	http://s3.amazonaws.com/lyah/police.png	lyah/police.png	(from http://learnyouahaskell.com/input-and-output)
00:20:15	8262/8262	---M--	200	added ('OK')	image/png	etag:%2218ae9a4af0bd768286c4d78c277c4aa5%22	http://s3.amazonaws.com/lyah/puppy.png	lyah/puppy.png	(from http://learnyouahaskell.com/input-and-output)
00:20:16	20053/20053	---M--	200	added ('OK')	image/png	etag:%2271b3fbb3012778e2092cd732c00fc6bb%22	http://s3.amazonaws.com/lyah/rpn.png	lyah/rpn.png	(from http://learnyouahaskell.com/functionally-solving-problems)
00:20:16	7499/7499	---M--	200	added ('OK')	image/png	etag:%225a9f6219e56911324a835b3c134276da%22	http://s3.amazonaws.com/lyah/calculator.png	lyah/calculator.png	(from http://learnyouahaskell.com/functionally-solving-problems)
00:20:18	20032/20032	---M--	200	added ('OK')	image/png	etag:%223b4140b052772f9a7e67509d45c8e0ff%22	http://s3.amazonaws.com/lyah/roads.png	lyah/roads.png	(from http://learnyouahaskell.com/functionally-solving-problems)
00:20:19	15042/15042	---M--	200	added ('OK')	image/png	etag:%22b07bc7b5c6e52cadec492d9e30f89cc6%22	http://s3.amazonaws.com/lyah/roads_simple.png	lyah/roads_simple.png	(from http://learnyouahaskell.com/functionally-solving-problems)
00:20:21	16816/16816	---M--	200	added ('OK')	image/png	etag:%22a5ca9ea3fbe829b70904b7289a97e45b%22	http://s3.amazonaws.com/lyah/guycar.png	lyah/guycar.png	(from http://learnyouahaskell.com/functionally-solving-problems)
00:20:21	5502/5502	---M--	200	added ('OK')	image/png	etag:%22665fe4b984921bc1215da7057ad0a8a5%22	http://s3.amazonaws.com/lyah/alien.png	lyah/alien.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:22	62033/62033	---MC-	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202013%2017:20:17%20GMT	http://learnyouahaskell.com/higher-order-functions/	higher-order-functions/index.html	(from http://learnyouahaskell.com/functionally-solving-problems)
00:20:22	11501/11501	---M--	200	added ('OK')	image/png	etag:%220eb1a7ff5f03c00f5a6a69d0a78bfb6d%22	http://s3.amazonaws.com/lyah/frogtor.png	lyah/frogtor.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:23	16719/16719	---M--	200	added ('OK')	image/png	etag:%221b2bdda2ca43e5120bff66c6fe8a2588%22	http://s3.amazonaws.com/lyah/lifter.png	lyah/lifter.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:23	4413/4413	---M--	200	added ('OK')	image/png	etag:%22115887f051a07dadd777902e5541f523%22	http://s3.amazonaws.com/lyah/whale.png	lyah/whale.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:24	15459/15459	---M--	200	added ('OK')	image/png	etag:%2296123f89345cd3e54c5be0245128563a%22	http://s3.amazonaws.com/lyah/justice.png	lyah/justice.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:24	11961/11961	---M--	200	added ('OK')	image/png	etag:%224d730b47d84c55780bbf56d22c6dea57%22	http://s3.amazonaws.com/lyah/present.png	lyah/present.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:25	15154/15154	---M--	200	added ('OK')	image/png	etag:%22936f6af4b53dbb76f3db7aa82d907750%22	http://s3.amazonaws.com/lyah/knight.png	lyah/knight.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:25	3213/3213	---M--	200	added ('OK')	image/png	etag:%22632f3c1053b8315eec9060fe7781fec9%22	http://s3.amazonaws.com/lyah/maoi.png	lyah/maoi.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:25	9622/9622	---M--	200	added ('OK')	image/png	etag:%2294278d5eaaa053b4acf72a3aef78df6a%22	http://s3.amazonaws.com/lyah/jazzb.png	lyah/jazzb.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:25	8787/8787	---M--	200	added ('OK')	image/png	etag:%228d4594d1e80e03fe9ebc1b4155b44c7b%22	http://s3.amazonaws.com/lyah/krakatoa.png	lyah/krakatoa.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:25	4516/4516	---M--	200	added ('OK')	image/png	etag:%222cdd4f24cda6ed13aedd0f3c95787013%22	http://s3.amazonaws.com/lyah/shamrock.png	lyah/shamrock.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:27	4708/4708	---M--	200	added ('OK')	image/png	etag:%22e36db9e62fe6b3587d3a65c18ca204b6%22	http://s3.amazonaws.com/lyah/smug.png	lyah/smug.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:27	8963/8963	---M--	200	added ('OK')	image/png	etag:%22aa14ad868c117d1281fa22ecd2f99cbd%22	http://s3.amazonaws.com/lyah/balloondog.png	lyah/balloondog.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
00:20:27	26991/26991	---M--	200	added ('OK')	image/png	etag:%22a4489af15ffd302d3107028bb6655602%22	http://s3.amazonaws.com/lyah/pirateship.png	lyah/pirateship.png	(from http://learnyouahaskell.com/functors-applicative-functors-and-monoids)
